,Gene,AF16_Control,AF16_Treatment,HK104_Control,HK104_Treatment,log2foldchange_control,log2foldchange_treatment
465,WBGene00024058,561,433,525,342,0.09568334805530777,0.3403706998408271
466,WBGene00024059,673,604,75,93,3.1656440041144362,2.6992459282170476
467,WBGene00024060,7,2,6,1,0.22239242133644802,1.0
468,WBGene00024061,2,1,1,1,1.0,0.0
469,WBGene00024063,267,78,252,65,0.08341600818763747,0.2630344058337938
470,WBGene00024064,55,37,105,45,-0.9328858041414629,-0.282399730700725
472,WBGene00024066,4,3,4,1,0.0,1.584962500721156
473,WBGene00024067,794,849,817,826,-0.04119707100272557,0.039622772133593075
474,WBGene00024068,13,4,97,82,-2.8994731240460356,-4.357552004618084
477,WBGene00024071,2,2,1,2,1.0,0.0
478,WBGene00024072,1,1,10,1,-3.321928094887362,0.0
479,WBGene00024073,41,11,7,15,2.5501970825604796,-0.4474589769712214
480,WBGene00024074,410,290,605,603,-0.561311232656511,-1.0561051018851504
481,WBGene00024075,403,350,388,389,0.05472318634083981,-0.15241523315386313
482,WBGene00024076,168,162,231,188,-0.4594316186372972,-0.2147388487930127
483,WBGene00024077,25,11,21,31,0.2515387669959644,-1.4947646917495778
484,WBGene00024078,176,103,217,82,-0.302119613807182,0.3289485225651347
485,WBGene00024079,119,8,116,14,0.03683676818037154,-0.8073549220576042
486,WBGene00024080,43,38,16,9,1.426264754702098,2.078002512001273
487,WBGene00024081,1281,1121,1173,1028,0.12706746231313815,0.12494601361154851
488,WBGene00024082,1,2,2,1,-1.0,1.0
490,WBGene00024084,5,2,3,5,0.7369655941662062,-1.3219280948873622
491,WBGene00024085,6,2,6,6,0.0,-1.5849625007211563
492,WBGene00024086,349,300,353,261,-0.01644114706152803,0.2009126939259963
493,WBGene00024087,32637,27360,35360,28271,-0.11560982416122959,-0.047254684764348215
494,WBGene00024088,701,820,755,905,-0.10706220020181807,-0.14229388246512165
495,WBGene00024089,1685,1458,1602,1506,0.07287444366051071,-0.04673105034499104
496,WBGene00024090,1671,1389,1536,1207,0.12153351734003176,0.202620923226371
497,WBGene00024091,753,733,477,513,0.6586605986664167,0.5148543725267578
498,WBGene00024093,52,13,77,12,-0.5663468225538092,0.11547721741993588
503,WBGene00024098,116,35,141,114,-0.2815703572712215,-1.7036069972197752
505,WBGene00024100,271,128,230,128,0.23665899040949645,0.0
506,WBGene00024102,32,31,128,46,-2.0,-0.5693656456701377
507,WBGene00024103,1549,1608,1535,1770,0.01309848853202667,-0.13848195379143116
508,WBGene00024104,3,17,3,4,0.0,2.0874628412503395
509,WBGene00024105,1,2,12,9,-3.584962500721156,-2.1699250014423126
512,WBGene00024108,1,1,7,7,-2.807354922057604,-2.807354922057604
513,WBGene00024109,47,12,184,49,-1.9689731043793754,-2.0297473433940523
514,WBGene00024110,2,1,1,1,1.0,0.0
516,WBGene00024112,1399,677,27,18,5.695292745001285,5.233087022132684
518,WBGene00024114,5,13,20,22,-2.0,-0.758991900496205
519,WBGene00024115,166,102,62,58,1.4208431209600494,0.8144443468439234
522,WBGene00024118,12,1,22,2,-0.8744691179161412,-1.0
524,WBGene00024120,31,43,49,64,-0.6605135337283329,-0.5737352452979021
534,WBGene00024130,4,1,14,2,-1.8073549220576042,-1.0
536,WBGene00024132,25,6,17,5,0.5563933485243854,0.2630344058337938
542,WBGene00024138,5,1,2,1,1.3219280948873624,0.0
543,WBGene00024139,1,1,1,1,0.0,0.0
550,WBGene00024146,37,15,17,3,1.1219905243786104,2.321928094887362
552,WBGene00024148,6,6,1,10,2.584962500721156,-0.7369655941662062
553,WBGene00024149,2,1,1440,176,-9.491853096329674,-7.459431618637297
554,WBGene00024150,2248,2873,93,104,4.595267509112895,4.787902559391432
555,WBGene00024151,53,8,1,2,5.727920454563199,2.0
557,WBGene00024155,18,1,14,3,0.36257007938470837,-1.5849625007211563
558,WBGene00024156,2174,902,1788,699,0.28200520384399136,0.36783497787994446
559,WBGene00024157,16,1,5,1,1.6780719051126378,0.0
566,WBGene00024164,23,9,61,3,-1.4071753815058734,1.584962500721156
567,WBGene00024165,3,2,11,10,-1.8744691179161412,-2.321928094887362
580,WBGene00024179,1,3,1,1,0.0,1.584962500721156
581,WBGene00024180,1,1,6,4,-2.584962500721156,-2.0
582,WBGene00024181,417,324,649,523,-0.6381710945544748,-0.6908171333623165
583,WBGene00024182,75,50,65,54,0.20645087746742624,-0.11103131238874384
584,WBGene00024183,31,35,70,59,-1.1750867065580912,-0.7533600324168749
585,WBGene00024184,6,8,3,5,1.0,0.6780719051126377
589,WBGene00024188,20,3,10,1,1.0,1.584962500721156
590,WBGene00024189,4,1,6,1,-0.5849625007211563,0.0
591,WBGene00024190,489,329,667,340,-0.44785229623235123,-0.04744716240246027
592,WBGene00024191,24,25,24,28,0.0,-0.16349873228287934
593,WBGene00024195,593,621,471,494,0.3323050449332204,0.33008222663580367
594,WBGene00024196,110,95,81,55,0.4415097106400349,0.7884958948062882
595,WBGene00024197,2690,2251,1625,1372,0.7271664546408073,0.7142855752813434
596,WBGene00024198,978,467,800,320,0.28983446517750894,0.5453506448222997
597,WBGene00024199,73,46,78,33,-0.0955776599822311,0.47916783669855956
598,WBGene00024200,201,125,141,95,0.511500338780135,0.3959286763311393
599,WBGene00024201,2142,874,1803,866,0.24855908331791432,0.013266254773873592
600,WBGene00024202,332,74,307,47,0.11294458597674542,0.6548645139513125
601,WBGene00024203,4,1,1,2,2.0,-1.0
602,WBGene00024204,158,90,89,37,0.8280473172107051,1.2823997307007249
603,WBGene00024205,1299,1489,1365,1385,-0.07149952035933378,0.10445777764554914
604,WBGene00024206,309,296,347,339,-0.1673288246738864,-0.19568809750739413
605,WBGene00024207,3,2,4,1,-0.4150374992788438,1.0
606,WBGene00024208,1478,1251,1146,1357,0.36703922538924594,-0.1173389312530344
607,WBGene00024209,2,1,7,2,-1.8073549220576042,-1.0
609,WBGene00024211,1,2,1,1,0.0,1.0
610,WBGene00024212,12,3,7,1,0.777607578663552,1.584962500721156
611,WBGene00024213,184,44,55,59,1.7422022425323531,-0.423211430724544
614,WBGene00024217,3,1,2,1,0.5849625007211562,0.0
615,WBGene00024219,1023,1054,1811,1888,-0.8239804012048392,-0.8409838977246266
617,WBGene00024221,1236,1932,1154,1464,0.09903551925889217,0.4001795405517307
618,WBGene00024222,16,8,14,5,0.19264507794239583,0.6780719051126377
619,WBGene00024223,12,4,9,6,0.41503749927884376,-0.5849625007211563
620,WBGene00024224,6,1,5,1,0.2630344058337938,0.0
621,WBGene00024225,170,73,85,52,1.0,0.48938484073892496
622,WBGene00024226,15,10,21,5,-0.4854268271702417,1.0
623,WBGene00024228,154,70,64,21,1.2667865406949013,1.7369655941662063
624,WBGene00024230,355,105,449,118,-0.33889642034910245,-0.1683975316957187
625,WBGene00024231,132,99,74,68,0.8349407537295036,0.5418937788292701
626,WBGene00024232,1164,784,888,451,0.3904594765581778,0.7977262208598273
627,WBGene00024233,7,4,7,6,0.0,-0.5849625007211563
628,WBGene00024234,11,11,3,3,1.874469117916141,1.874469117916141
629,WBGene00024235,864,636,726,550,0.2510617641677179,0.20959514687233327
630,WBGene00024236,499,483,481,468,0.05300292156721844,0.04551465925236879
634,WBGene00024242,631,589,256,215,1.301496194982549,1.4539309742410003
635,WBGene00024243,2029,1884,472,586,2.1039101003948177,1.6848263951905353
636,WBGene00024244,1263,1090,1130,1075,0.16053186648500206,0.01999147518746617
637,WBGene00024245,65,11,29,6,1.1643868179008823,0.874469117916141
638,WBGene00024246,827,290,706,235,0.22821914590009437,0.30339214344993476
639,WBGene00024247,28,21,68,50,-1.2801079191927354,-1.2515387669959646
640,WBGene00024248,848,609,878,549,-0.050156674972158956,0.14963607890113365
641,WBGene00024249,8,59,9,1,-0.16992500144231246,5.882643049361842
642,WBGene00024250,94,22,58,33,0.6966078565500652,-0.5849625007211563
643,WBGene00024251,6,5,2,2,1.584962500721156,1.3219280948873624
644,WBGene00024253,109,50,78,36,0.48278210591467796,0.47393118833241227
645,WBGene00024255,330,411,274,281,0.26829013128528906,0.5485682634607568
646,WBGene00024256,39,6,72,12,-0.8845227825800641,-1.0
647,WBGene00024257,20,25,266,335,-3.733354340613827,-3.7441610955704103
648,WBGene00024258,554,195,633,197,-0.19231952337915298,-0.014721505706765621
649,WBGene00024259,32,30,60,47,-0.9068905956085186,-0.6476982560691188
650,WBGene00024260,51,30,64,30,-0.3275746580285044,0.0
651,WBGene00024261,467,347,352,257,0.4078471210723646,0.4331673033843829
652,WBGene00024262,879,600,789,564,0.15583786512994563,0.0892673380970873
653,WBGene00024263,719,685,622,643,0.2090771903086954,0.09128525051994163
654,WBGene00024264,526,395,21,22,4.646601566513542,4.1662772244271675
655,WBGene00024265,252,215,128,124,0.9772799234999164,0.7939965392025851
656,WBGene00024266,522,498,693,598,-0.4088055455673292,-0.2639997421300241
657,WBGene00024267,12,6,62,33,-2.3692338096657193,-2.4594316186372973
658,WBGene00024268,1823,832,1678,710,0.11957184559931103,0.22876450374904775
659,WBGene00024269,11,9,18,7,-0.710493382805015,0.36257007938470837
660,WBGene00024270,10,5,5,10,1.0,-1.0
661,WBGene00024271,1079,1085,998,1037,0.11258314415075626,0.06527914851861588
662,WBGene00024272,2728,1536,2980,2034,-0.1274686863253515,-0.4051414631363439
663,WBGene00024273,556,404,506,448,0.13594749802919742,-0.14914343930580934
664,WBGene00024274,2152,2414,2176,2162,-0.016000478693715205,0.15905915302037113
665,WBGene00024275,361,190,302,183,0.2574502875620921,0.054155770046905444
666,WBGene00024276,10,5,21,14,-1.070389327891398,-1.4854268271702418
668,WBGene00024278,123,22,81,15,0.6026645024546152,0.5525410230287786
669,WBGene00024279,1,1,1,1,0.0,0.0
670,WBGene00024280,89,50,100,52,-0.16812275880832692,-0.056583528366367424
671,WBGene00024281,99,81,117,58,-0.24100809950379493,0.4818690077570526
672,WBGene00024282,228,212,198,211,0.20353339408513216,0.006821265856013956
673,WBGene00024283,18,19,29,24,-0.6880559936852597,-0.33703498727757075
674,WBGene00024284,1065,923,1319,1146,-0.3085911341383442,-0.3122044911111307
675,WBGene00024285,2610,2521,2759,2760,-0.08009564989602609,-0.13067214880699154
676,WBGene00024286,496,476,376,388,0.39960745870923775,0.29490492112081595
677,WBGene00024287,2237,1332,2455,1262,-0.13415776814293653,0.0778821720887131
678,WBGene00024288,2,1,8,2,-2.0,-1.0
679,WBGene00024289,461,396,432,398,0.09373543826586932,-0.007268000464039251
681,WBGene00024291,4,5,27,5,-2.7548875021634687,0.0
683,WBGene00024293,80,29,82,40,-0.035623909730721375,-0.46394709975979026
684,WBGene00024294,800,660,643,622,0.31518126244677735,0.08555144411521332
685,WBGene00024295,4287,3536,6462,5025,-0.592012333448391,-0.5070053215622218
686,WBGene00024296,29,3,17,1,0.7705181538772327,1.584962500721156
687,WBGene00024297,10,4,7,7,0.5145731728297582,-0.8073549220576042
688,WBGene00024298,4,4,1,1,2.0,2.0
689,WBGene00024299,9692,3122,12388,4328,-0.3540769782233166,-0.4712299618489065
690,WBGene00024300,918,706,1183,962,-0.36588401492598055,-0.4463687104988617
691,WBGene00024301,792,754,947,825,-0.2578639953887753,-0.12982959586451384
692,WBGene00024302,703,56,178,124,1.9816474481061377,-1.1468413883292712
693,WBGene00024303,961,1023,1235,1024,-0.3619027056982896,-0.0014095702546713536
694,WBGene00024304,40,12,24,6,0.7369655941662062,1.0
695,WBGene00024305,15,115,2,92,2.9068905956085187,0.32192809488736235
696,WBGene00024306,10,264,3,220,1.7369655941662063,0.2630344058337938
697,WBGene00024307,5,5,8,13,-0.6780719051126377,-1.3785116232537298
701,WBGene00024311,2,1,10,4,-2.321928094887362,-2.0
702,WBGene00024312,14,2,5,4,1.4854268271702418,-1.0
703,WBGene00024313,10,8,12,9,-0.2630344058337938,-0.16992500144231246
705,WBGene00024315,67,35,60,37,0.15919859484925394,-0.08017034868398333
706,WBGene00024316,5,28,7,2,-0.4854268271702417,3.807354922057604
712,WBGene00024322,52,10,40,27,0.37851162325372983,-1.4329594072761063
713,WBGene00024324,4,6,8,2,-1.0,1.584962500721156
715,WBGene00024326,73,10,20,3,1.8678964639926547,1.7369655941662063
716,WBGene00024327,2,1,18,2,-3.1699250014423126,-1.0
717,WBGene00024328,56,24,37,16,0.5979015564286544,0.5849625007211562
718,WBGene00024329,162,55,170,50,-0.06954093325307711,0.13750352374993502
719,WBGene00024330,42,20,41,21,0.034765418160676624,-0.07038932789139803
720,WBGene00024331,224,131,236,94,-0.07528812730423712,0.4788341498598129
721,WBGene00024332,2894,2812,3003,2897,-0.053339553025425084,-0.04296309019786813
722,WBGene00024333,585,506,764,723,-0.3851360135649819,-0.5148582622568078
723,WBGene00024334,2582,2350,2173,2048,0.24880082612590776,0.19844504145236208
726,WBGene00024337,1,1,1,2,0.0,-1.0
727,WBGene00024338,20,3,14,15,0.5145731728297582,-2.321928094887362
728,WBGene00024339,22,10,5,3,2.137503523749935,1.7369655941662063
729,WBGene00024340,1,1,3,2,-1.5849625007211563,-1.0
730,WBGene00024341,38,8,66,13,-0.7964666059148678,-0.7004397181410921
731,WBGene00024342,438,329,416,388,0.0743473414600813,-0.23796906845188623
732,WBGene00024343,272,204,285,271,-0.06735526780176466,-0.40972369938237596
733,WBGene00024344,1071,2167,1226,1487,-0.19500049894052554,0.543294506041255
734,WBGene00024345,157,131,159,143,-0.01826220639272835,-0.1264483352409392
736,WBGene00024347,3,3,7,7,-1.222392421336448,-1.222392421336448
737,WBGene00024348,894,572,882,653,0.019496175625797196,-0.19106784476804128
738,WBGene00024349,274,172,133,113,1.0427496474593372,0.6060857922869102
739,WBGene00024350,130,94,236,177,-0.8602752363333868,-0.91301669840536
740,WBGene00024351,26,17,30,18,-0.20645087746742632,-0.08246216019197299
741,WBGene00024352,43,19,32,20,0.42626475470209796,-0.07400058144377693
742,WBGene00024353,581,270,571,217,0.025047418041686097,0.3152643646063515
743,WBGene00024354,2,3,1,2,1.0,0.5849625007211562
744,WBGene00024355,561,358,514,369,0.1262324114149146,-0.043661228796139706
745,WBGene00024356,430,386,474,450,-0.14055039930879878,-0.2213241539489567
746,WBGene00024357,444,420,431,525,0.04287180726100769,-0.3219280948873623
747,WBGene00024358,70,23,75,34,-0.0995356735509144,-0.5639008851933265
750,WBGene00024361,453,515,365,400,0.3116145862788554,0.3645724322958561
751,WBGene00024362,1800,1929,2127,2445,-0.2408231267436352,-0.34198132179049257
752,WBGene00024363,3,6,7,15,-1.222392421336448,-1.3219280948873622
754,WBGene00024366,73,42,57,43,0.3569345447152755,-0.03394733192333771
756,WBGene00024368,375,255,308,256,0.2839602446883418,-0.005646563141142063
757,WBGene00024370,2,1,52,14,-4.700439718141092,-3.807354922057604
758,WBGene00024371,103,111,58,134,0.8285195320556463,-0.27167332410766654
759,WBGene00024373,3,1,1,1,1.584962500721156,0.0
760,WBGene00024376,1,4,2,5,-1.0,-0.3219280948873623
761,WBGene00024377,12559,7298,14469,8134,-0.20424362053177453,-0.1564638398776515
763,WBGene00024379,5907,5132,2282,2150,1.3721268203340282,1.2551845106128598
764,WBGene00024380,3,1,6,1,-1.0,0.0
765,WBGene00024382,321,92,193,53,0.7339724498542226,0.7956415014938137
766,WBGene00024383,3650,2229,3058,1833,0.2553080572939373,0.2821898307198667
767,WBGene00024384,3,1,3,1,0.0,0.0
768,WBGene00024385,37,21,36,7,0.03952836418663728,1.584962500721156
771,WBGene00024390,30,140,3,1,3.321928094887362,7.129283016944966
772,WBGene00024391,338,190,929,595,-1.4586553501004684,-1.646890249864358
773,WBGene00024392,44,10,5,1,3.137503523749935,3.321928094887362
774,WBGene00024393,20,6,7,2,1.5145731728297582,1.584962500721156
775,WBGene00024394,2188,2292,833,1153,1.393224337427009,0.9912145311051331
776,WBGene00024395,20,21,10,5,1.0,2.070389327891398
779,WBGene00024398,1,1,1,1,0.0,0.0
782,WBGene00024401,309,311,378,344,-0.29077939631669814,-0.14549398457149532
784,WBGene00024403,2,1,5,1,-1.3219280948873622,0.0
786,WBGene00024405,600,286,55,29,3.447458976971221,3.301890341650817
792,WBGene00024411,1,1,2,2,-1.0,-1.0
793,WBGene00024413,4,1,8,6,-1.0,-2.584962500721156
794,WBGene00024414,2,4,1,1,1.0,2.0
795,WBGene00024415,5,1,1,1,2.321928094887362,0.0
801,WBGene00024423,90,30,164,31,-0.8656989082884089,-0.047305714778356635
802,WBGene00024424,26,2,32,18,-0.2995602818589078,-3.1699250014423126
804,WBGene00024426,34,19,50,11,-0.5563933485243852,0.7884958948062882
809,WBGene00024431,1,2,2,1,-1.0,1.0
810,WBGene00024432,1101,989,1095,715,0.00788359907583316,0.46802727909335906
811,WBGene00024433,157,63,281,93,-0.8398055713292991,-0.561878887608115
812,WBGene00024435,4261,3655,1461,1230,1.544235873374721,1.5712130906131976
813,WBGene00024436,2,2,20,17,-3.321928094887362,-3.0874628412503395
833,WBGene00024456,2,5,30,39,-3.9068905956085187,-2.963474123974886
840,WBGene00024464,1,1,2,1,-1.0,0.0
841,WBGene00024465,8,4,22,1,-1.4594316186372973,2.0
842,WBGene00024466,3,2,1,4,1.584962500721156,-1.0
844,WBGene00024469,68,101,67,46,0.021373650792567037,1.1346495266947818
845,WBGene00024470,3,1,3,4,0.0,-2.0
849,WBGene00024474,1,1,3,2,-1.5849625007211563,-1.0
852,WBGene00024477,28,5,32,3,-0.19264507794239588,0.7369655941662062
854,WBGene00024479,2,1,3,1,-0.5849625007211563,0.0
860,WBGene00024485,2,1,1,1,1.0,0.0
861,WBGene00024486,13,3,14,5,-0.1069152039165119,-0.7369655941662062
868,WBGene00024493,13,5,17,7,-0.38702312310924736,-0.4854268271702417
869,WBGene00024494,27,5,60,6,-1.15200309344505,-0.2630344058337938
870,WBGene00024495,32,11,77,12,-1.2667865406949013,-0.12553088208385899
871,WBGene00024496,17,1,7,1,1.2801079191927351,0.0
872,WBGene00024497,18,12,7,1,1.3625700793847084,3.584962500721156
873,WBGene00024498,83,46,66,35,0.3306453119884713,0.3942789391120464
874,WBGene00024499,67,37,63,36,0.08880926695785596,0.03952836418663728
875,WBGene00024500,152,102,79,36,0.9441467652664826,1.5025003405291832
876,WBGene00024501,68,58,40,26,0.765534746362977,1.15754127698648
877,WBGene00024502,58,21,30,13,0.9510903995190536,0.6918777046376682
878,WBGene00024503,31,8,33,5,-0.09019780897157814,0.6780719051126377
879,WBGene00024504,65,25,65,12,0.0,1.0588936890535685
880,WBGene00024505,59,27,62,22,-0.07155326102503388,0.2954558835261713
881,WBGene00024506,24,41,33,28,-0.4594316186372972,0.5501970825604795
885,WBGene00024510,28,22,8,1,1.8073549220576042,4.459431618637297
887,WBGene00024512,58,27,31,21,0.9037846847406968,0.36257007938470837
888,WBGene00024513,4,1,61,2,-3.9307373375628862,-1.0
889,WBGene00024514,46,16,75,11,-0.7052567344388682,0.5405683813627028
890,WBGene00024515,62,68,57,27,0.1213062962221336,1.3325753390868709
891,WBGene00024517,141,27,69,26,1.0310268956206246,0.0544477840223765
892,WBGene00024518,11,2,10,1,0.13750352374993502,1.0
894,WBGene00024521,69,36,23,17,1.584962500721156,1.082462160191973
895,WBGene00024522,201,67,9,3,4.481126689736616,4.481126689736616
896,WBGene00024524,5,2,7,1,-0.4854268271702417,1.0
899,WBGene00024527,443,623,264,392,0.7467687691965649,0.6683785089087936
900,WBGene00024528,1,6,1,1,0.0,2.584962500721156
902,WBGene00024530,63,13,90,17,-0.5145731728297583,-0.38702312310924736
903,WBGene00024531,15,7,17,2,-0.18057224564182092,1.8073549220576042
904,WBGene00024532,130,51,204,45,-0.6500575289430411,0.18057224564182084
905,WBGene00024533,41,10,38,10,0.10962449117449823,0.0
906,WBGene00024534,2,1,3,1,-0.5849625007211563,0.0
908,WBGene00024536,148,15,72,12,1.0395283641866373,0.32192809488736235
909,WBGene00024537,4898,2389,5611,3118,-0.19606513890610244,-0.38421407424145243
910,WBGene00024538,10,1,5,1,1.0,0.0
911,WBGene00024539,4,1,34,12,-3.0874628412503395,-3.584962500721156
914,WBGene00024542,1,2,1,2,0.0,0.0
917,WBGene00024546,4270,1388,4322,1427,-0.01746300235165459,-0.03997776689750261
918,WBGene00024547,2,3,6,1,-1.5849625007211563,1.584962500721156
919,WBGene00024548,61,24,54,21,0.17584983539941762,0.19264507794239583
924,WBGene00024554,1,3,1,1,0.0,1.584962500721156
931,WBGene00024561,57,6,3,1,4.247927513443585,2.584962500721156
